age_group,gender,registration_month,months_since_registration,retained_users,cohort_demographic_size
,,2024-02-01 00:00:00.000,2,1,6
,,2024-02-01 00:00:00.000,4,1,6
,,2024-02-01 00:00:00.000,5,1,6
,,2024-02-01 00:00:00.000,8,1,6
,,2024-02-01 00:00:00.000,10,1,6
,,2024-03-01 00:00:00.000,0,1,3
,,2024-03-01 00:00:00.000,1,1,3
,,2024-03-01 00:00:00.000,3,1,3
,,2024-03-01 00:00:00.000,9,1,3
,,2024-04-01 00:00:00.000,3,1,1
,,2024-05-01 00:00:00.000,0,1,4
,,2024-05-01 00:00:00.000,1,1,4
,,2024-05-01 00:00:00.000,2,1,4
,,2024-05-01 00:00:00.000,6,1,4
,,2024-07-01 00:00:00.000,2,1,6
,,2024-07-01 00:00:00.000,3,1,6
,,2024-08-01 00:00:00.000,2,1,7
,,2024-09-01 00:00:00.000,3,1,7
,,2024-10-01 00:00:00.000,0,1,5
,,2024-10-01 00:00:00.000,2,1,5
,,2024-12-01 00:00:00.000,0,1,3
18-24,,2023-01-01 00:00:00.000,13,1,22
18-24,,2023-01-01 00:00:00.000,23,1,22
18-24,,2023-02-01 00:00:00.000,0,1,11
18-24,,2023-02-01 00:00:00.000,3,1,11
18-24,,2023-02-01 00:00:00.000,8,1,11
18-24,,2023-02-01 00:00:00.000,9,1,11
18-24,,2023-02-01 00:00:00.000,11,1,11
18-24,,2023-02-01 00:00:00.000,13,1,11
18-24,,2023-02-01 00:00:00.000,14,1,11
18-24,,2023-02-01 00:00:00.000,15,1,11
18-24,,2023-02-01 00:00:00.000,19,1,11
18-24,,2023-03-01 00:00:00.000,0,1,16
18-24,,2023-03-01 00:00:00.000,3,1,16
18-24,,2023-03-01 00:00:00.000,5,1,16
18-24,,2023-03-01 00:00:00.000,12,1,16
18-24,,2023-03-01 00:00:00.000,13,1,16
18-24,,2023-03-01 00:00:00.000,14,1,16
18-24,,2023-03-01 00:00:00.000,16,1,16
18-24,,2023-04-01 00:00:00.000,1,1,17
18-24,,2023-04-01 00:00:00.000,2,1,17
18-24,,2023-04-01 00:00:00.000,9,1,17
18-24,,2023-04-01 00:00:00.000,13,1,17
18-24,,2023-04-01 00:00:00.000,18,1,17
18-24,,2023-05-01 00:00:00.000,5,1,18
18-24,,2023-05-01 00:00:00.000,6,1,18
18-24,,2023-05-01 00:00:00.000,7,1,18
18-24,,2023-05-01 00:00:00.000,8,1,18
18-24,,2023-05-01 00:00:00.000,13,1,18
18-24,,2023-05-01 00:00:00.000,16,1,18
18-24,,2023-05-01 00:00:00.000,18,1,18
18-24,,2023-06-01 00:00:00.000,8,1,16
18-24,,2023-06-01 00:00:00.000,9,1,16
18-24,,2023-06-01 00:00:00.000,11,1,16
18-24,,2023-06-01 00:00:00.000,13,1,16
18-24,,2023-06-01 00:00:00.000,14,1,16
18-24,,2023-06-01 00:00:00.000,17,1,16
18-24,,2023-07-01 00:00:00.000,0,1,18
18-24,,2023-07-01 00:00:00.000,2,1,18
18-24,,2023-07-01 00:00:00.000,7,1,18
18-24,,2023-07-01 00:00:00.000,9,1,18
18-24,,2023-07-01 00:00:00.000,12,1,18
18-24,,2023-07-01 00:00:00.000,13,1,18
18-24,,2023-07-01 00:00:00.000,14,1,18
18-24,,2023-07-01 00:00:00.000,16,1,18
18-24,,2023-08-01 00:00:00.000,0,1,18
18-24,,2023-08-01 00:00:00.000,1,1,18
18-24,,2023-08-01 00:00:00.000,2,1,18
18-24,,2023-08-01 00:00:00.000,4,1,18
18-24,,2023-08-01 00:00:00.000,7,1,18
18-24,,2023-08-01 00:00:00.000,9,1,18
18-24,,2023-08-01 00:00:00.000,11,1,18
18-24,,2023-08-01 00:00:00.000,13,1,18
18-24,,2023-09-01 00:00:00.000,1,1,17
18-24,,2023-09-01 00:00:00.000,3,1,17
18-24,,2023-09-01 00:00:00.000,4,1,17
18-24,,2023-09-01 00:00:00.000,7,1,17
18-24,,2023-09-01 00:00:00.000,9,1,17
18-24,,2023-09-01 00:00:00.000,13,1,17
18-24,,2023-09-01 00:00:00.000,15,1,17
18-24,,2023-10-01 00:00:00.000,2,1,14
18-24,,2023-10-01 00:00:00.000,5,1,14
18-24,,2023-10-01 00:00:00.000,6,1,14
18-24,,2023-10-01 00:00:00.000,12,1,14
18-24,,2023-10-01 00:00:00.000,13,1,14
18-24,,2023-10-01 00:00:00.000,14,1,14
18-24,,2023-11-01 00:00:00.000,4,1,19
18-24,,2023-11-01 00:00:00.000,5,1,19
18-24,,2023-11-01 00:00:00.000,10,1,19
18-24,,2023-11-01 00:00:00.000,11,1,19
18-24,,2023-11-01 00:00:00.000,12,1,19
18-24,,2023-12-01 00:00:00.000,3,1,16
18-24,,2023-12-01 00:00:00.000,6,1,16
18-24,,2023-12-01 00:00:00.000,9,1,16
18-24,,2024-01-01 00:00:00.000,0,1,13
18-24,,2024-01-01 00:00:00.000,1,1,13
18-24,,2024-01-01 00:00:00.000,3,1,13
18-24,,2024-01-01 00:00:00.000,10,1,13
18-24,,2024-02-01 00:00:00.000,0,1,11
18-24,,2024-02-01 00:00:00.000,3,1,11
18-24,,2024-02-01 00:00:00.000,5,1,11
18-24,,2024-02-01 00:00:00.000,6,1,11
18-24,,2024-02-01 00:00:00.000,7,1,11
18-24,,2024-02-01 00:00:00.000,10,1,11
18-24,,2024-04-01 00:00:00.000,7,1,11
18-24,,2024-05-01 00:00:00.000,0,1,14
18-24,,2024-05-01 00:00:00.000,4,1,14
18-24,,2024-05-01 00:00:00.000,7,1,14
18-24,,2024-06-01 00:00:00.000,0,1,22
18-24,,2024-07-01 00:00:00.000,2,1,15
18-24,,2024-08-01 00:00:00.000,1,1,19
18-24,,2024-08-01 00:00:00.000,3,1,19
18-24,,2024-09-01 00:00:00.000,2,1,15
18-24,,2024-09-01 00:00:00.000,3,1,15
18-24,,2024-10-01 00:00:00.000,0,1,11
25-34,,2023-01-01 00:00:00.000,2,1,17
25-34,,2023-01-01 00:00:00.000,11,1,17
25-34,,2023-01-01 00:00:00.000,12,1,17
25-34,,2023-01-01 00:00:00.000,14,1,17
25-34,,2023-01-01 00:00:00.000,15,1,17
25-34,,2023-01-01 00:00:00.000,17,1,17
25-34,,2023-01-01 00:00:00.000,19,1,17
25-34,,2023-02-01 00:00:00.000,3,1,23
25-34,,2023-02-01 00:00:00.000,6,1,23
25-34,,2023-02-01 00:00:00.000,14,1,23
25-34,,2023-02-01 00:00:00.000,17,1,23
25-34,,2023-03-01 00:00:00.000,0,1,19
25-34,,2023-03-01 00:00:00.000,2,1,19
25-34,,2023-03-01 00:00:00.000,8,1,19
25-34,,2023-03-01 00:00:00.000,14,1,19
25-34,,2023-04-01 00:00:00.000,7,1,15
25-34,,2023-04-01 00:00:00.000,12,1,15
25-34,,2023-04-01 00:00:00.000,18,1,15
25-34,,2023-04-01 00:00:00.000,20,1,15
25-34,,2023-05-01 00:00:00.000,1,1,23
25-34,,2023-05-01 00:00:00.000,4,1,23
25-34,,2023-05-01 00:00:00.000,5,1,23
25-34,,2023-05-01 00:00:00.000,6,1,23
25-34,,2023-05-01 00:00:00.000,12,1,23
25-34,,2023-06-01 00:00:00.000,0,1,25
25-34,,2023-06-01 00:00:00.000,11,1,25
25-34,,2023-06-01 00:00:00.000,15,1,25
25-34,,2023-07-01 00:00:00.000,3,1,21
25-34,,2023-07-01 00:00:00.000,9,1,21
25-34,,2023-07-01 00:00:00.000,12,1,21
25-34,,2023-07-01 00:00:00.000,17,1,21
25-34,,2023-08-01 00:00:00.000,3,1,11
25-34,,2023-08-01 00:00:00.000,4,1,11
25-34,,2023-08-01 00:00:00.000,13,1,11
25-34,,2023-08-01 00:00:00.000,14,1,11
25-34,,2023-08-01 00:00:00.000,16,1,11
25-34,,2023-10-01 00:00:00.000,3,1,17
25-34,,2023-10-01 00:00:00.000,7,1,17
25-34,,2023-10-01 00:00:00.000,11,1,17
25-34,,2023-11-01 00:00:00.000,3,1,25
25-34,,2023-11-01 00:00:00.000,8,1,25
25-34,,2023-12-01 00:00:00.000,3,1,15
25-34,,2023-12-01 00:00:00.000,5,1,15
25-34,,2023-12-01 00:00:00.000,9,1,15
25-34,,2024-01-01 00:00:00.000,0,1,19
25-34,,2024-01-01 00:00:00.000,1,1,19
25-34,,2024-02-01 00:00:00.000,5,1,20
25-34,,2024-03-01 00:00:00.000,8,1,31
25-34,,2024-04-01 00:00:00.000,1,1,17
25-34,,2024-04-01 00:00:00.000,2,1,17
25-34,,2024-04-01 00:00:00.000,4,1,17
25-34,,2024-04-01 00:00:00.000,5,1,17
25-34,,2024-04-01 00:00:00.000,6,1,17
25-34,,2024-06-01 00:00:00.000,3,1,23
25-34,,2024-07-01 00:00:00.000,0,1,20
25-34,,2024-07-01 00:00:00.000,1,1,20
25-34,,2024-07-01 00:00:00.000,2,1,20
25-34,,2024-08-01 00:00:00.000,0,1,12
25-34,,2024-08-01 00:00:00.000,2,1,12
25-34,,2024-08-01 00:00:00.000,3,1,12
25-34,,2024-11-01 00:00:00.000,1,1,13
35-44,,2023-01-01 00:00:00.000,1,1,16
35-44,,2023-01-01 00:00:00.000,3,1,16
35-44,,2023-01-01 00:00:00.000,7,1,16
35-44,,2023-01-01 00:00:00.000,9,1,16
35-44,,2023-01-01 00:00:00.000,10,1,16
35-44,,2023-01-01 00:00:00.000,11,1,16
35-44,,2023-01-01 00:00:00.000,13,1,16
35-44,,2023-01-01 00:00:00.000,16,1,16
35-44,,2023-01-01 00:00:00.000,17,1,16
35-44,,2023-01-01 00:00:00.000,21,1,16
35-44,,2023-01-01 00:00:00.000,23,1,16
35-44,,2023-02-01 00:00:00.000,1,1,15
35-44,,2023-02-01 00:00:00.000,8,1,15
35-44,,2023-02-01 00:00:00.000,9,1,15
35-44,,2023-02-01 00:00:00.000,12,1,15
35-44,,2023-02-01 00:00:00.000,13,1,15
35-44,,2023-02-01 00:00:00.000,17,1,15
35-44,,2023-02-01 00:00:00.000,21,1,15
35-44,,2023-02-01 00:00:00.000,22,1,15
35-44,,2023-03-01 00:00:00.000,0,1,26
35-44,,2023-03-01 00:00:00.000,2,1,26
35-44,,2023-03-01 00:00:00.000,5,1,26
35-44,,2023-03-01 00:00:00.000,18,1,26
35-44,,2023-04-01 00:00:00.000,0,1,12
35-44,,2023-04-01 00:00:00.000,2,1,12
35-44,,2023-04-01 00:00:00.000,5,1,12
35-44,,2023-04-01 00:00:00.000,9,1,12
35-44,,2023-04-01 00:00:00.000,11,1,12
35-44,,2023-04-01 00:00:00.000,12,1,12
35-44,,2023-04-01 00:00:00.000,14,1,12
35-44,,2023-04-01 00:00:00.000,17,1,12
35-44,,2023-04-01 00:00:00.000,18,1,12
35-44,,2023-04-01 00:00:00.000,19,1,12
35-44,,2023-04-01 00:00:00.000,20,1,12
35-44,,2023-05-01 00:00:00.000,0,1,18
35-44,,2023-05-01 00:00:00.000,1,1,18
35-44,,2023-05-01 00:00:00.000,3,1,18
35-44,,2023-05-01 00:00:00.000,12,1,18
35-44,,2023-05-01 00:00:00.000,16,1,18
35-44,,2023-06-01 00:00:00.000,4,1,16
35-44,,2023-06-01 00:00:00.000,9,1,16
35-44,,2023-06-01 00:00:00.000,16,1,16
35-44,,2023-06-01 00:00:00.000,17,1,16
35-44,,2023-07-01 00:00:00.000,1,1,23
35-44,,2023-07-01 00:00:00.000,4,1,23
35-44,,2023-07-01 00:00:00.000,5,1,23
35-44,,2023-07-01 00:00:00.000,6,1,23
35-44,,2023-07-01 00:00:00.000,11,1,23
35-44,,2023-07-01 00:00:00.000,17,1,23
35-44,,2023-08-01 00:00:00.000,0,1,22
35-44,,2023-08-01 00:00:00.000,11,1,22
35-44,,2023-09-01 00:00:00.000,1,1,18
35-44,,2023-09-01 00:00:00.000,5,1,18
35-44,,2023-09-01 00:00:00.000,7,1,18
35-44,,2023-10-01 00:00:00.000,7,1,17
35-44,,2023-10-01 00:00:00.000,12,1,17
35-44,,2023-11-01 00:00:00.000,0,1,15
35-44,,2023-11-01 00:00:00.000,3,1,15
35-44,,2023-11-01 00:00:00.000,5,1,15
35-44,,2023-11-01 00:00:00.000,10,1,15
35-44,,2023-11-01 00:00:00.000,11,1,15
35-44,,2023-11-01 00:00:00.000,13,1,15
35-44,,2023-12-01 00:00:00.000,1,1,10
35-44,,2023-12-01 00:00:00.000,5,1,10
35-44,,2023-12-01 00:00:00.000,7,1,10
35-44,,2023-12-01 00:00:00.000,8,1,10
35-44,,2023-12-01 00:00:00.000,12,1,10
35-44,,2024-01-01 00:00:00.000,5,1,12
35-44,,2024-01-01 00:00:00.000,6,1,12
35-44,,2024-01-01 00:00:00.000,7,1,12
35-44,,2024-02-01 00:00:00.000,0,1,11
35-44,,2024-02-01 00:00:00.000,3,1,11
35-44,,2024-02-01 00:00:00.000,8,1,11
35-44,,2024-03-01 00:00:00.000,1,1,16
35-44,,2024-03-01 00:00:00.000,2,1,16
35-44,,2024-03-01 00:00:00.000,3,1,16
35-44,,2024-03-01 00:00:00.000,4,1,16
35-44,,2024-03-01 00:00:00.000,7,1,16
35-44,,2024-03-01 00:00:00.000,8,1,16
35-44,,2024-03-01 00:00:00.000,9,1,16
35-44,,2024-04-01 00:00:00.000,0,1,11
35-44,,2024-04-01 00:00:00.000,2,1,11
35-44,,2024-04-01 00:00:00.000,4,1,11
35-44,,2024-04-01 00:00:00.000,6,1,11
35-44,,2024-04-01 00:00:00.000,8,1,11
35-44,,2024-05-01 00:00:00.000,4,1,14
35-44,,2024-05-01 00:00:00.000,5,1,14
35-44,,2024-06-01 00:00:00.000,0,1,16
35-44,,2024-06-01 00:00:00.000,3,1,16
35-44,,2024-06-01 00:00:00.000,6,1,16
35-44,,2024-07-01 00:00:00.000,0,1,19
35-44,,2024-07-01 00:00:00.000,1,1,19
35-44,,2024-08-01 00:00:00.000,1,1,18
35-44,,2024-08-01 00:00:00.000,2,1,18
35-44,,2024-09-01 00:00:00.000,1,1,21
35-44,,2024-10-01 00:00:00.000,2,1,12
45+,,2023-01-01 00:00:00.000,5,1,18
45+,,2023-01-01 00:00:00.000,8,1,18
45+,,2023-01-01 00:00:00.000,12,1,18
45+,,2023-01-01 00:00:00.000,13,1,18
45+,,2023-01-01 00:00:00.000,15,1,18
45+,,2023-01-01 00:00:00.000,17,1,18
45+,,2023-01-01 00:00:00.000,19,1,18
45+,,2023-01-01 00:00:00.000,20,1,18
45+,,2023-01-01 00:00:00.000,21,1,18
45+,,2023-02-01 00:00:00.000,1,1,14
45+,,2023-02-01 00:00:00.000,5,1,14
45+,,2023-02-01 00:00:00.000,7,1,14
45+,,2023-02-01 00:00:00.000,13,1,14
45+,,2023-02-01 00:00:00.000,16,1,14
45+,,2023-02-01 00:00:00.000,17,1,14
45+,,2023-02-01 00:00:00.000,19,1,14
45+,,2023-02-01 00:00:00.000,20,1,14
45+,,2023-03-01 00:00:00.000,8,1,10
45+,,2023-03-01 00:00:00.000,12,1,10
45+,,2023-03-01 00:00:00.000,17,1,10
45+,,2023-03-01 00:00:00.000,19,1,10
45+,,2023-04-01 00:00:00.000,0,1,17
45+,,2023-04-01 00:00:00.000,2,1,17
45+,,2023-04-01 00:00:00.000,5,1,17
45+,,2023-04-01 00:00:00.000,8,1,17
45+,,2023-04-01 00:00:00.000,9,1,17
45+,,2023-05-01 00:00:00.000,1,1,12
45+,,2023-05-01 00:00:00.000,4,1,12
45+,,2023-05-01 00:00:00.000,8,1,12
45+,,2023-05-01 00:00:00.000,9,1,12
45+,,2023-05-01 00:00:00.000,11,1,12
45+,,2023-05-01 00:00:00.000,14,1,12
45+,,2023-05-01 00:00:00.000,16,1,12
45+,,2023-06-01 00:00:00.000,4,1,10
45+,,2023-06-01 00:00:00.000,8,1,10
45+,,2023-06-01 00:00:00.000,9,1,10
45+,,2023-06-01 00:00:00.000,10,1,10
45+,,2023-06-01 00:00:00.000,14,1,10
45+,,2023-06-01 00:00:00.000,17,1,10
45+,,2023-07-01 00:00:00.000,0,1,12
45+,,2023-07-01 00:00:00.000,4,1,12
45+,,2023-07-01 00:00:00.000,5,1,12
45+,,2023-07-01 00:00:00.000,9,1,12
45+,,2023-07-01 00:00:00.000,10,1,12
45+,,2023-07-01 00:00:00.000,14,1,12
45+,,2023-07-01 00:00:00.000,15,1,12
45+,,2023-08-01 00:00:00.000,2,1,9
45+,,2023-08-01 00:00:00.000,4,1,9
45+,,2023-08-01 00:00:00.000,7,1,9
45+,,2023-08-01 00:00:00.000,10,1,9
45+,,2023-08-01 00:00:00.000,13,1,9
45+,,2023-08-01 00:00:00.000,15,1,9
45+,,2023-08-01 00:00:00.000,16,1,9
45+,,2023-09-01 00:00:00.000,4,1,16
45+,,2023-09-01 00:00:00.000,7,1,16
45+,,2023-09-01 00:00:00.000,9,1,16
45+,,2023-09-01 00:00:00.000,10,1,16
45+,,2023-10-01 00:00:00.000,2,1,14
45+,,2023-10-01 00:00:00.000,5,1,14
45+,,2023-10-01 00:00:00.000,6,1,14
45+,,2023-10-01 00:00:00.000,8,1,14
45+,,2023-10-01 00:00:00.000,9,1,14
45+,,2023-10-01 00:00:00.000,10,1,14
45+,,2023-10-01 00:00:00.000,12,1,14
45+,,2023-11-01 00:00:00.000,2,1,15
45+,,2023-11-01 00:00:00.000,3,1,15
45+,,2023-11-01 00:00:00.000,8,1,15
45+,,2023-11-01 00:00:00.000,9,1,15
45+,,2023-11-01 00:00:00.000,11,1,15
45+,,2023-12-01 00:00:00.000,4,1,12
45+,,2023-12-01 00:00:00.000,9,1,12
45+,,2023-12-01 00:00:00.000,12,1,12
45+,,2024-01-01 00:00:00.000,0,1,13
45+,,2024-01-01 00:00:00.000,4,1,13
45+,,2024-01-01 00:00:00.000,5,1,13
45+,,2024-01-01 00:00:00.000,11,1,13
45+,,2024-02-01 00:00:00.000,2,1,13
45+,,2024-02-01 00:00:00.000,6,1,13
45+,,2024-02-01 00:00:00.000,9,1,13
45+,,2024-03-01 00:00:00.000,1,1,14
45+,,2024-03-01 00:00:00.000,3,1,14
45+,,2024-03-01 00:00:00.000,5,1,14
45+,,2024-04-01 00:00:00.000,5,1,12
45+,,2024-04-01 00:00:00.000,6,1,12
45+,,2024-05-01 00:00:00.000,1,1,11
45+,,2024-05-01 00:00:00.000,2,1,11
45+,,2024-05-01 00:00:00.000,3,1,11
45+,,2024-05-01 00:00:00.000,5,1,11
45+,,2024-06-01 00:00:00.000,1,1,14
45+,,2024-06-01 00:00:00.000,4,1,14
45+,,2024-07-01 00:00:00.000,1,1,10
45+,,2024-07-01 00:00:00.000,2,1,10
45+,,2024-08-01 00:00:00.000,0,1,11
45+,,2024-08-01 00:00:00.000,4,1,11
45+,,2024-09-01 00:00:00.000,3,1,13
45+,,2024-10-01 00:00:00.000,0,1,12
45+,,2024-12-01 00:00:00.000,0,1,22
,Female,2023-02-01 00:00:00.000,15,1,45
,Female,2023-02-01 00:00:00.000,18,1,45
,Female,2023-03-01 00:00:00.000,16,1,66
,Female,2023-04-01 00:00:00.000,20,1,57
,Female,2023-06-01 00:00:00.000,10,1,44
,Female,2023-07-01 00:00:00.000,11,1,46
,Female,2023-11-01 00:00:00.000,6,1,58
,Female,2024-02-01 00:00:00.000,2,1,42
,Female,2024-06-01 00:00:00.000,1,1,42
,Female,2024-06-01 00:00:00.000,3,1,42
,Female,2024-08-01 00:00:00.000,2,1,46
,Male,2023-03-01 00:00:00.000,13,1,31
,Male,2023-03-01 00:00:00.000,21,1,31
,Male,2023-06-01 00:00:00.000,1,1,26
,Male,2023-06-01 00:00:00.000,3,1,26
,Male,2023-06-01 00:00:00.000,11,1,26
,Male,2023-06-01 00:00:00.000,17,1,26
,Male,2023-06-01 00:00:00.000,18,1,26
,Male,2023-08-01 00:00:00.000,9,1,39
,Male,2023-08-01 00:00:00.000,10,1,39
,Male,2023-11-01 00:00:00.000,3,1,23
,Male,2023-11-01 00:00:00.000,4,1,23
,Male,2023-11-01 00:00:00.000,7,1,23
,Male,2023-11-01 00:00:00.000,10,1,23
,Male,2023-11-01 00:00:00.000,13,1,23
,Male,2023-12-01 00:00:00.000,1,1,33
,Male,2023-12-01 00:00:00.000,4,1,33
,Male,2023-12-01 00:00:00.000,5,1,33
,Male,2023-12-01 00:00:00.000,6,1,33
,Male,2023-12-01 00:00:00.000,7,1,33
,Male,2023-12-01 00:00:00.000,10,1,33
,Male,2024-02-01 00:00:00.000,7,1,31
,Male,2024-03-01 00:00:00.000,6,1,34
,Female,2023-01-01 00:00:00.000,22,2,57
,Female,2023-02-01 00:00:00.000,0,2,45
,Female,2023-02-01 00:00:00.000,5,2,45
,Female,2023-02-01 00:00:00.000,21,2,45
,Female,2023-03-01 00:00:00.000,2,2,66
,Female,2023-04-01 00:00:00.000,5,2,57
,Female,2023-04-01 00:00:00.000,13,2,57
,Female,2023-08-01 00:00:00.000,7,2,57
,Female,2023-11-01 00:00:00.000,1,2,58
,Female,2024-01-01 00:00:00.000,10,2,71
,Female,2024-05-01 00:00:00.000,7,2,47
,Female,2024-08-01 00:00:00.000,4,2,46
,Male,2023-02-01 00:00:00.000,4,2,41
,Male,2023-02-01 00:00:00.000,19,2,41
,Male,2023-03-01 00:00:00.000,1,2,31
,Male,2023-03-01 00:00:00.000,2,2,31
,Male,2023-03-01 00:00:00.000,4,2,31
,Male,2023-04-01 00:00:00.000,1,2,38
,Male,2023-04-01 00:00:00.000,2,2,38
,Male,2023-04-01 00:00:00.000,7,2,38
,Male,2023-04-01 00:00:00.000,15,2,38
,Male,2023-04-01 00:00:00.000,18,2,38
,Male,2023-04-01 00:00:00.000,20,2,38
,Male,2023-05-01 00:00:00.000,1,2,32
,Male,2023-05-01 00:00:00.000,2,2,32
,Male,2023-05-01 00:00:00.000,3,2,32
,Male,2023-05-01 00:00:00.000,9,2,32
,Male,2023-05-01 00:00:00.000,13,2,32
,Male,2023-05-01 00:00:00.000,14,2,32
,Male,2023-05-01 00:00:00.000,17,2,32
,Male,2023-06-01 00:00:00.000,0,2,26
,Male,2023-06-01 00:00:00.000,4,2,26
,Male,2023-07-01 00:00:00.000,7,2,38
,Male,2023-08-01 00:00:00.000,4,2,39
,Male,2023-09-01 00:00:00.000,0,2,45
,Male,2023-09-01 00:00:00.000,3,2,45
,Male,2023-09-01 00:00:00.000,9,2,45
,Male,2023-10-01 00:00:00.000,10,2,45
,Male,2023-11-01 00:00:00.000,0,2,23
,Male,2023-11-01 00:00:00.000,1,2,23
,Male,2023-11-01 00:00:00.000,6,2,23
,Male,2023-11-01 00:00:00.000,11,2,23
,Male,2024-01-01 00:00:00.000,8,2,45
,Male,2024-02-01 00:00:00.000,2,2,31
,Male,2024-04-01 00:00:00.000,1,2,35
,Male,2024-04-01 00:00:00.000,2,2,35
,Male,2024-05-01 00:00:00.000,2,2,43
,Male,2024-08-01 00:00:00.000,2,2,39
,Other,2023-01-01 00:00:00.000,21,2,5
,Other,2023-02-01 00:00:00.000,6,2,8
,Other,2023-02-01 00:00:00.000,7,2,8
,Other,2023-02-01 00:00:00.000,10,2,8
,Other,2023-02-01 00:00:00.000,17,2,8
,Other,2023-02-01 00:00:00.000,21,2,8
,Other,2023-02-01 00:00:00.000,22,2,8
,Other,2023-03-01 00:00:00.000,3,2,11
,Other,2023-03-01 00:00:00.000,7,2,11
,Other,2023-03-01 00:00:00.000,13,2,11
,Other,2023-03-01 00:00:00.000,17,2,11
,Other,2023-03-01 00:00:00.000,21,2,11
,Other,2023-04-01 00:00:00.000,7,2,6
,Other,2023-07-01 00:00:00.000,1,2,4
,Other,2023-08-01 00:00:00.000,15,2,2
,Other,2023-09-01 00:00:00.000,6,2,4
,Other,2023-10-01 00:00:00.000,9,2,5
,Other,2023-11-01 00:00:00.000,2,2,5
,Other,2024-01-01 00:00:00.000,3,2,4
,Other,2024-03-01 00:00:00.000,1,2,4
,Other,2024-07-01 00:00:00.000,4,2,5
18-24,Other,2023-01-01 00:00:00.000,3,2,12
18-24,Other,2023-01-01 00:00:00.000,19,2,12
18-24,Other,2023-01-01 00:00:00.000,22,2,12
18-24,Other,2023-02-01 00:00:00.000,5,2,11
18-24,Other,2023-02-01 00:00:00.000,9,2,11
18-24,Other,2023-02-01 00:00:00.000,12,2,11
18-24,Other,2023-02-01 00:00:00.000,13,2,11
18-24,Other,2023-03-01 00:00:00.000,4,2,17
18-24,Other,2023-03-01 00:00:00.000,7,2,17
18-24,Other,2023-03-01 00:00:00.000,12,2,17
18-24,Other,2023-03-01 00:00:00.000,15,2,17
18-24,Other,2023-03-01 00:00:00.000,18,2,17
18-24,Other,2023-03-01 00:00:00.000,19,2,17
18-24,Other,2023-03-01 00:00:00.000,20,2,17
18-24,Other,2023-04-01 00:00:00.000,0,2,15
18-24,Other,2023-04-01 00:00:00.000,1,2,15
18-24,Other,2023-04-01 00:00:00.000,2,2,15
18-24,Other,2023-04-01 00:00:00.000,3,2,15
18-24,Other,2023-04-01 00:00:00.000,5,2,15
18-24,Other,2023-04-01 00:00:00.000,9,2,15
18-24,Other,2023-04-01 00:00:00.000,10,2,15
18-24,Other,2023-04-01 00:00:00.000,11,2,15
18-24,Other,2023-04-01 00:00:00.000,12,2,15
18-24,Other,2023-04-01 00:00:00.000,13,2,15
18-24,Other,2023-04-01 00:00:00.000,18,2,15
18-24,Other,2023-05-01 00:00:00.000,0,2,13
18-24,Other,2023-05-01 00:00:00.000,2,2,13
18-24,Other,2023-05-01 00:00:00.000,3,2,13
18-24,Other,2023-05-01 00:00:00.000,5,2,13
18-24,Other,2023-05-01 00:00:00.000,8,2,13
18-24,Other,2023-05-01 00:00:00.000,13,2,13
18-24,Other,2023-05-01 00:00:00.000,15,2,13
18-24,Other,2023-05-01 00:00:00.000,16,2,13
18-24,Other,2023-06-01 00:00:00.000,9,2,16
18-24,Other,2023-06-01 00:00:00.000,12,2,16
18-24,Other,2023-06-01 00:00:00.000,13,2,16
18-24,Other,2023-06-01 00:00:00.000,16,2,16
18-24,Other,2023-06-01 00:00:00.000,17,2,16
18-24,Other,2023-06-01 00:00:00.000,18,2,16
18-24,Other,2023-07-01 00:00:00.000,0,2,9
18-24,Other,2023-07-01 00:00:00.000,12,2,9
18-24,Other,2023-08-01 00:00:00.000,5,2,19
18-24,Other,2023-08-01 00:00:00.000,10,2,19
18-24,Other,2023-08-01 00:00:00.000,12,2,19
18-24,Other,2023-08-01 00:00:00.000,14,2,19
18-24,Other,2023-09-01 00:00:00.000,1,2,17
18-24,Other,2023-09-01 00:00:00.000,9,2,17
18-24,Other,2023-09-01 00:00:00.000,12,2,17
18-24,Other,2023-09-01 00:00:00.000,14,2,17
18-24,Other,2023-10-01 00:00:00.000,1,2,21
18-24,Other,2023-10-01 00:00:00.000,13,2,21
18-24,Other,2023-10-01 00:00:00.000,14,2,21
18-24,Other,2023-11-01 00:00:00.000,0,2,19
18-24,Other,2023-11-01 00:00:00.000,2,2,19
18-24,Other,2023-11-01 00:00:00.000,4,2,19
18-24,Other,2023-11-01 00:00:00.000,6,2,19
18-24,Other,2023-11-01 00:00:00.000,12,2,19
18-24,Other,2023-12-01 00:00:00.000,3,2,12
18-24,Other,2023-12-01 00:00:00.000,4,2,12
18-24,Other,2023-12-01 00:00:00.000,11,2,12
18-24,Other,2023-12-01 00:00:00.000,12,2,12
18-24,Other,2024-01-01 00:00:00.000,7,2,18
18-24,Other,2024-01-01 00:00:00.000,8,2,18
18-24,Other,2024-01-01 00:00:00.000,9,2,18
18-24,Other,2024-01-01 00:00:00.000,10,2,18
18-24,Other,2024-02-01 00:00:00.000,6,2,12
18-24,Other,2024-02-01 00:00:00.000,10,2,12
18-24,Other,2024-03-01 00:00:00.000,1,2,18
18-24,Other,2024-03-01 00:00:00.000,4,2,18
18-24,Other,2024-03-01 00:00:00.000,6,2,18
